ID	Name
314740	AWT 37A/36 08710 (0-3101-01-0199480-03)
318064	AWT 12AQ 15963 (0-3101-01-0201303-02)
319628	AWT 304A/303 10373 (0-3101-01-0202535-03)
322078	AWT 14K 15393 (0-3101-01-0231999-02)
322856	AWT 479A 05712 (0-3101-01-0205445-02)
325725	AWT 303/304 09157 (0-3101-01-0232245-03)
329666	AWT 03O 12739 (0-3101-01-0534107-02)
332880	AWT 11D 03990 (0-3101-01-0355786-02)
334988	AWT 13AO 06210 (0-3101-01-0357951-02)
336930	AWT 305BIS 02805 (0-3101-01-0498386-01)
341395	AWT 42 07037 (0-3101-01-0545935-01)
341670	AWT 222 12205 (0-3101-01-0546391-02)
342450	AWT TO25XF 06615 (0-3101-01-0546243-01)
343083	AWT 317 12949 (0-3101-01-0546305-01)
343153	AWT 262 14750 (0-3101-01-0546645-01)
345098	AWT 201/ 07026 (0-3101-01-0607344-02)
351778	AWT 220B 13661 (0-3101-01-0850940-02)
352236	AWT 25H 05007 (0-3101-01-1010973-02)
352321	AWT 12BK 05048 (0-3101-01-1012580-02)
359274	AWT 27F 11278 (0-3101-01-8111124-02)
726525	AWT 206 16452 (0-3101-01-0614029-02)
6430169	AWT 68G 16614 (0-3101-01-0647312-02)
201131	AWT 15BJ 04150 (0-3101-01-0011829-02)
201451	AWT 27BF 08006 (0-3101-01-0359378-02)
236850	AWT 18F 09724 (0-3101-01-0002042-02)
245577	AWT 50AK/51K 12540 (0-3101-01-0000644-03)
245894	AWT 16D 01201 (0-3101-01-0003397-02)
245899	AWT 39H 11290 (0-3101-01-0003399-02)
202583	AWT 29AF 15897 (0-3101-01-0201273-02)
238624	AWT 83BV 01095 (0-3101-01-0001546-02)
243652	AWT 12I 09896 (0-3101-01-0000010-02)
245427	AWT 94R 06326 (0-3101-01-0001510-03)
245527	AWT 231 06005 (0-3101-01-0001760-02)
245587	AWT 241AC 12501 (0-3101-01-0000695-02)
245592	AWT 213AC 12503 (0-3101-01-0000696-02)
245919	AWT 803 11152 (0-3101-01-0003467-02)
246119	AWT 06F 09730 (0-3101-01-0001972-02)
246884	AWT 71BV 15889 (0-3101-01-0002102-02)
247077	AWT 78AV 01107 (0-3101-01-0002072-02)
247372	AWT 12AN 12491 (0-3101-01-0002696-02)
248019	AWT 11AD 01139 (0-3101-01-0002144-02)
248099	AWT 27BD 07401 (0-3101-01-0002214-02)
248407	AWT 24D 07404 (0-3101-01-0003871-02)
249984	AWT 96G 12608 (0-3101-01-0004745-02)
250064	AWT 84R 09741 (0-3101-01-0005095-02)
250305	AWT 49R 15347 (0-3101-01-0005232-02)
250915	AWT 39F 09836 (0-3101-01-0005466-03)
251180	AWT 43G/46AG 04127 (0-3101-01-0005487-03)
251752	AWT 34G 14963 (0-3101-01-0005503-02)
252362	AWT 24 11770 (0-3101-01-0005672-02)
252402	AWT 04AC 04500 (0-3101-01-0010942-02)
252427	AWT 37D/38D 02045 (0-3101-01-0010948-03)
252584	AWT 10D 07405 (0-3101-01-0005529-02)
253062	AWT 41 11784 (0-3101-01-0005700-02)
253223	AWT 233 11809 (0-3101-01-0005752-02)
253726	AWT 33E 11823 (0-3101-01-0005776-02)
253766	AWT 24A 11879 (0-3101-01-0005788-02)
253826	AWT 26E 12595 (0-3101-01-0005824-02)
254001	AWT 43/44 11794 (0-3101-01-0005726-03)
254273	AWT 08AN 04305 (0-3101-01-0005854-02)
255297	AWT 06H 11938 (0-3101-01-0005876-02)
255302	AWT 263 06715 (0-3101-01-0005877-02)
257269	AWT 68BD 04274 (0-3101-01-0006324-02)
258035	AWT 20R 02052 (0-3101-01-0009053-02)
258045	AWT 89R 15078 (0-3101-01-0009055-02)
260364	AWT 218 12139 (0-3101-01-0010822-02)
260569	AWT 64BD 02015 (0-3101-01-0010606-02)
260773	AWT 23R/22AR 04383 (0-3101-01-0017001-03)
261679	AWT 66AR 08182 (0-3101-01-0010918-02)
262159	AWT 224 07017 (0-3101-01-0010875-02)
262492	AWT 06S 15778 (0-3101-01-0010993-02)
263696	AWT 221 14484 (0-3101-01-0013502-02)
266832	AWT 07U 04235 (0-3101-01-0013718-02)
267315	AWT 213 01754 (0-3101-01-0019775-02)
269362	AWT 37BH 12638 (0-3101-01-0016241-02)
269814	AWT 203/ 01944 (0-3101-01-0016496-02)
269869	AWT 320 06876 (0-3101-01-0016304-01)
270034	AWT 24AD 07148 (0-3101-01-0015972-02)
270069	AWT 10G 12248 (0-3101-01-0016237-02)
270989	AWT 14AI 12365 (0-3101-01-0017859-02)
271683	AWT 01BR 04433 (0-3101-01-0016720-02)
273529	AWT 24BR 00044 (0-3101-01-0024217-02)
273649	AWT 27 12097 (0-3101-01-0019721-02)
277793	AWT 26E 05136 (0-3101-01-0022852-02)
277868	AWT 338/346A 02914 (0-3101-01-0022588-03)
278013	AWT 44BF/45AF 00366 (0-3101-01-0022933-03)
278369	AWT 35BF 00380 (0-3101-01-0022942-02)
279053	AWT 06BC 07819 (0-3101-01-0023659-02)
280319	AWT 229B 14979 (0-3101-01-0023751-02)
280334	AWT 31E 07860 (0-3101-01-0023754-02)
280958	AWT 213BIS 02865 (0-3101-01-0024093-01)
281277	AWT 02AC 07124 (0-3101-01-0027078-02)
288672	AWT 14F 00586 (0-3101-01-0155397-02)
289637	AWT 31BN 03244 (0-3101-01-0155191-02)
290342	AWT 10AL/11BL 05443 (0-3101-01-0155336-03)
290357	AWT 15N 03259 (0-3101-01-0155339-02)
290502	AWT 03BM 12979 (0-3101-01-0155646-02)
291024	AWT 216 05946 (0-3101-01-0176771-02)
291029	AWT 23U 01076 (0-3101-01-0176788-02)
291720	AWT 56AE 08964 (0-3101-01-0157261-02)
292214	AWT 304 08883 (0-3101-01-0157401-02)
292249	AWT 04L/05BL 10675 (0-3101-01-0157433-03)
292339	AWT 02AN 10682 (0-3101-01-0157153-02)
294236	AWT 71 05306 (0-3101-01-0193217-02)
294261	AWT 28K 02700 (0-3101-01-0193223-02)
295441	AWT 07R 01049 (0-3101-01-0175644-02)
296946	AWT 206 05938 (0-3101-01-0176828-02)
296951	AWT 203 05937 (0-3101-01-0176829-02)
296986	AWT 11T 11034 (0-3101-01-0176860-02)
297318	AWT 14BT 11035 (0-3101-01-0176758-02)
299170	AWT 14N 03337 (0-3101-01-0194347-02)
300646	AWT 20 10403 (0-3101-01-0192822-02)
301967	AWT 204 03361 (0-3101-01-0192726-02)
303086	AWT 4023 02723 (0-3101-01-0193236-02)
303342	AWT 38H 05744 (0-3101-01-0193540-02)
303367	AWT 61AH 05750 (0-3101-01-0193545-02)
304309	AWT 70A 03276 (0-3101-01-0193869-02)
304489	AWT 512 08590 (0-3101-01-0194097-02)
305451	AWT 16I 07736 (0-3101-01-0193923-02)
306062	AWT 540/539A 12729 (0-3101-01-0195412-03)
306262	AWT 50C 00164 (0-3101-01-0195115-02)
309079	AWT 213 08816 (0-3101-01-0196756-02)
309094	AWT 259 08406 (0-3101-01-0196759-02)
309331	AWT 635 08470 (0-3101-01-0196584-02)
310904	AWT OVER8 08609 (0-3101-01-0197388-02)
312376	AWT 745 08779 (0-3101-01-0198077-02)
313376	AWT 385 14842 (0-3101-01-0198838-02)
313705	AWT 395 10095 (0-3101-01-0198840-02)
315305	AWT 26 05682 (0-3101-01-0199997-02)
315911	AWT 06I 07747 (0-3101-01-0200621-02)
316782	AWT 921B 09056 (0-3101-01-0200376-02)
317111	AWT 422 10291 (0-3101-01-0201018-02)
317166	AWT 0200 09028 (0-3101-01-0200563-02)
317332	AWT 414 10301 (0-3101-01-0200790-02)
317553	AWT 212 05638 (0-3101-01-0201081-02)
317563	AWT 131 09171 (0-3101-01-0201083-02)
317887	AWT 30A 08493 (0-3101-01-0201037-02)
318416	AWT 301 08416 (0-3101-01-0201220-02)
318739	AWT 226 10823 (0-3101-01-0201068-02)
318754	AWT 321/322 10558 (0-3101-01-0201071-01)
319139	AWT 857 10461 (0-3101-01-0202045-02)
319833	AWT 375 10250 (0-3101-01-0202174-02)
320732	AWT 845 10453 (0-3101-01-0203501-02)
320985	AWT 51AD 15962 (0-3101-01-0204481-02)
321150	AWT 43D 00320 (0-3101-01-0205137-02)
321170	AWT 843 10452 (0-3101-01-0203517-02)
321245	AWT 405 10233 (0-3101-01-0203533-02)
321460	AWT 08BN 16552 (0-3101-01-0204805-02)
321610	AWT 380BIS 10216 (0-3101-01-0203784-01)
323642	AWT 13BO 06216 (0-3101-01-0356224-02)
326853	AWT 33/ 04785 (0-3101-01-0346020-02)
326903	AWT 19N 15812 (0-3101-01-0287319-02)
327737	AWT 209// 08030 (0-3101-01-0347260-02)
328049	AWT 11BH 15552 (0-3101-01-0337580-02)
328119	AWT 32AT 06159 (0-3101-01-0346419-02)
329437	AWT 24BW 15936 (0-3101-01-0357213-02)
329571	AWT 17J 14603 (0-3101-01-0358063-02)
331353	AWT 487 12483 (0-3101-01-0353944-02)
333549	AWT 10D 03989 (0-3101-01-0357309-02)
333624	AWT 39T 12265 (0-3101-01-0356862-02)
333794	AWT 12 04865 (0-3101-01-0357476-02)
335013	AWT 06AF 07960 (0-3101-01-0357977-02)
335296	AWT 82AF/83F 04080 (0-3101-01-0359421-03)
335421	AWT 45J 14620 (0-3101-01-0358057-02)
336512	AWT TO/31 04737 (0-3101-01-0498365-01)
336935	AWT 306BIS 02794 (0-3101-01-0498387-01)
337290	AWT 663 13808 (0-3101-01-0548966-02)
339564	AWT 46 06838 (0-3101-01-0516112-02)
340221	AWT 36AK/35BK 15498 (0-3101-01-0534071-03)
341105	AWT 244/H 05570 (0-3101-01-0545660-01)
341200	AWT 206 14696 (0-3101-01-0545792-01)
341440	AWT 221/222 16369 (0-3101-01-0545965-01)
342310	AWT 204/ 04725 (0-3101-01-0545999-01)
342465	AWT 225BIS 13171 (0-3101-01-0546246-01)
342727	AWT 36 11817 (0-3101-01-0546106-01)
342812	AWT 42B 07971 (0-3101-01-0546158-01)
343063	AWT 243 13151 (0-3101-01-0546280-01)
343143	AWT 252/5232/1 14747 (0-3101-01-0546622-01)
343273	AWT 206K 11749 (0-3101-01-0837225-02)
343283	AWT 222K 13850 (0-3101-01-0837284-02)
344359	AWT 357 16346 (0-3101-01-0607084-01)
346162	AWT 30M 11530 (0-3101-01-0838120-02)
348325	AWT 11R 13670 (0-3101-01-0843591-02)
350799	AWT 23K 05064 (0-3101-01-1005752-02)
352261	AWT 26H 05008 (0-3101-01-1011121-02)
353255	AWT 259/B48 07340 (0-3101-01-3537669-02)
355121	AWT 210 14289 (0-3101-01-3543643-02)
355792	AWT 225 11655 (0-3101-01-8115973-02)
355807	AWT 15BE 09813 (0-3101-01-8116607-02)
357125	AWT 42BR 12348 (0-3101-01-3550173-02)
359484	AWT 32I/31I 11266 (0-3101-01-8120897-03)
3841273	AWT 6006 16522 (0-3101-01-0625353-02)
4018553	AWT BF 16729 (0-3101-01-0625485-02)
5636015	AWT 14S 16680 (0-3101-01-0646392-02)
6429663	AWT 25F 16602 (0-3101-01-0647323-02)
6430946	AWT 72G 16618 (0-3101-01-0647330-02)
201151	AWT 13H/14BH 04989 (0-3101-01-1009363-04)
202598	AWT 13BV 00686 (0-3101-01-0029214-02)
236855	AWT 19F 09723 (0-3101-01-0002043-02)
238594	AWT 11 03756 (0-3101-01-0001538-02)
240998	AWT 54D 04295 (0-3101-01-0006366-02)
242105	AWT 11BN 08301 (0-3101-01-0007427-02)
244144	AWT 18G 09873 (0-3101-01-0000028-02)
244179	AWT 35T 06369 (0-3101-01-0000037-02)
244555	AWT 41H 09596 (0-3101-01-0000184-02)
244590	AWT 16BK/17K 07578 (0-3101-01-0000269-03)
244708	AWT 29T 06364 (0-3101-01-0000001-02)
245402	AWT 51AR 11131 (0-3101-01-0001452-02)
245452	AWT 07AO/01BO 03704 (0-3101-01-0001557-03)
245572	AWT 10N/28N 08300 (0-3101-01-0000643-03)
245622	AWT 51K 11296 (0-3101-01-0000905-02)
245627	AWT 15D 01203 (0-3101-01-0000908-02)
245954	AWT 832 11187 (0-3101-01-0003648-03)
246009	AWT 16F 00014 (0-3101-01-0002091-02)
247037	AWT 201 01089 (0-3101-01-0002064-02)
247137	AWT 02AH 01133 (0-3101-01-0001997-02)
247332	AWT 11AC 01116 (0-3101-01-0002081-02)
248039	AWT 56A 03737 (0-3101-01-0002148-02)
248059	AWT 27B 01142 (0-3101-01-0002152-02)
248924	AWT 251 11168 (0-3101-01-0003319-02)
248939	AWT 38H 09620 (0-3101-01-0003344-02)
248944	AWT 640 09679 (0-3101-01-0003347-02)
249034	AWT 02AL 04963 (0-3101-01-0002406-02)
249049	AWT 469 01232 (0-3101-01-0002637-02)
250220	AWT 14BN 15572 (0-3101-01-0005450-02)
250245	AWT 22N 15576 (0-3101-01-0005455-02)
250250	AWT 20N 15575 (0-3101-01-0005456-02)
250490	AWT 8 14497 (0-3101-01-0004616-02)
250985	AWT 232 06006 (0-3101-01-0010145-02)
251393	AWT 14F 07550 (0-3101-01-0005628-02)
251762	AWT 410 13865 (0-3101-01-0005507-02)
252189	AWT 214 06590 (0-3101-01-0005609-01)
252214	AWT 33H 09616 (0-3101-01-0005734-02)
252387	AWT 59R 15591 (0-3101-01-0010939-01)
252397	AWT 201 15582 (0-3101-01-0010941-02)
252437	AWT 24D 02007 (0-3101-01-0010952-02)
252447	AWT 60D 02009 (0-3101-01-0010954-02)
252574	AWT 26D 07402 (0-3101-01-0005527-02)
252872	AWT 10C 11865 (0-3101-01-0005796-02)
252932	AWT 31AE 11845 (0-3101-01-0005809-02)
253233	AWT 21BC 06865 (0-3101-01-0005754-02)
253701	AWT 01AV 09654 (0-3101-01-0005769-03)
253761	AWT 04C 11897 (0-3101-01-0005787-02)
253786	AWT 34AF/32BF 10132 (0-3101-01-0006019-03)
253851	AWT 04AG/05G 06754 (0-3101-01-0005829-03)
253861	AWT 14E 11856 (0-3101-01-0005831-02)
253881	AWT 06E 11854 (0-3101-01-0005835-02)
253916	AWT 45/46 11787 (0-3101-01-0005706-03)
253946	AWT 19BK 15838 (0-3101-01-0005713-02)
254153	AWT 49BD 06738 (0-3101-01-0005906-02)
254198	AWT 28W 06719 (0-3101-01-0005921-02)
254228	AWT 06BN 04301 (0-3101-01-0005843-02)
254233	AWT 27A 13949 (0-3101-01-0005844-02)
254248	AWT 04BE 14643 (0-3101-01-0005847-02)
254258	AWT 09N 04306 (0-3101-01-0005850-02)
254288	AWT 257 06711 (0-3101-01-0005857-02)
254860	AWT 54F/53BF 10141 (0-3101-01-0006043-03)
255062	AWT 211 10068 (0-3101-01-0006097-02)
255072	AWT 04BG 06755 (0-3101-01-0006103-02)
255092	AWT 408 13906 (0-3101-01-0006112-02)
255112	AWT 13B 12591 (0-3101-01-0006122-02)
255182	AWT 42BF 10110 (0-3101-01-0005954-02)
255202	AWT 46AF 10112 (0-3101-01-0005968-02)
255217	AWT 47BF 10113 (0-3101-01-0005973-02)
255257	AWT 264/75AD 04314 (0-3101-01-0005867-03)
255267	AWT 30W 06706 (0-3101-01-0005869-02)
255277	AWT 261 06714 (0-3101-01-0005872-02)
256001	AWT 81F 10127 (0-3101-01-0006007-02)
256016	AWT 11AE 10130 (0-3101-01-0006014-02)
256415	AWT 13AU 15343 (0-3101-01-0007570-02)
256435	AWT 12AU 12609 (0-3101-01-0007618-02)
256505	AWT 04AE 14641 (0-3101-01-0006231-02)
256525	AWT 48F 10159 (0-3101-01-0006241-02)
257179	AWT 13AF 15609 (0-3101-01-0009456-02)
257254	AWT 70D 04272 (0-3101-01-0006309-02)
258065	AWT 06Q 04548 (0-3101-01-0009059-02)
258070	AWT 01AQ 04549 (0-3101-01-0009060-02)
258798	AWT 05R 02027 (0-3101-01-0009034-02)
259987	AWT 06M/04BM 08361 (0-3101-01-0009583-03)
260374	AWT 220 12141 (0-3101-01-0010824-02)
260808	AWT 200/ 01974 (0-3101-01-0017008-02)
261529	AWT 202 12123 (0-3101-01-0010909-02)
261709	AWT 03AR 07019 (0-3101-01-0010926-02)
261734	AWT 33BO 15783 (0-3101-01-0010931-02)
262144	AWT 37R 12162 (0-3101-01-0010872-02)
262440	AWT 45BR 09672 (0-3101-01-0011557-02)
262948	AWT 01BK 01647 (0-3101-01-0011882-02)
263168	AWT 209G 04197 (0-3101-01-0011848-01)
263377	AWT 232 14124 (0-3101-01-0011804-02)
263486	AWT 29AD/26D 01212 (0-3101-01-0011497-03)
264877	AWT 26BIS 14086 (0-3101-01-0011897-02)
265091	AWT 7BIS 14082 (0-3101-01-0011961-02)
265469	AWT 23 07493 (0-3101-01-0012326-02)
266535	AWT 457 01220 (0-3101-01-0013938-02)
269447	AWT 12BS/213 11920 (0-3101-01-0016301-02)
269452	AWT 04T/03AT 06874 (0-3101-01-0016302-02)
269849	AWT 02M 02156 (0-3101-01-0016530-02)
269889	AWT 331 11884 (0-3101-01-0016308-01)
270049	AWT 342 11872 (0-3101-01-0016232-01)
270134	AWT 510 05113 (0-3101-01-0024103-02)
270483	AWT 07BC 04598 (0-3101-01-0018728-02)
271713	AWT 16BN 01908 (0-3101-01-0016731-02)
272983	AWT 02AC/01BC 04606 (0-3101-01-0018736-03)
273038	AWT 47D 15200 (0-3101-01-0018752-02)
273048	AWT 224 02180 (0-3101-01-0018754-01)
273659	AWT 27K 01841 (0-3101-01-0019723-02)
274084	AWT 210E 07218 (0-3101-01-0019503-02)
274482	AWT 20K 15264 (0-3101-01-0019744-02)
274542	AWT 35B/37 10168 (0-3101-01-0019810-03)
274657	AWT 08AK/29K 01844 (0-3101-01-0019697-03)
274697	AWT 62K 10186 (0-3101-01-0019708-02)
275775	AWT 16M 11995 (0-3101-01-0019915-02)
275810	AWT 16AI 01812 (0-3101-01-0019927-02)
276643	AWT 11S 13221 (0-3101-01-0029003-02)
276843	AWT 56AF 00439 (0-3101-01-0023385-02)
276878	AWT 46K 05183 (0-3101-01-0023433-02)
277415	AWT 316A/323B 00352 (0-3101-01-0022632-03)
277623	AWT 60M 00462 (0-3101-01-0022872-02)
278189	AWT 294 13255 (0-3101-01-0027321-01)
278389	AWT 55AN 02894 (0-3101-01-0022978-02)
279898	AWT 63BH 02902 (0-3101-01-0023333-02)
279913	AWT 64AH 02905 (0-3101-01-0023336-02)
279943	AWT 34BD 05156 (0-3101-01-0023978-02)
280389	AWT 341B 02923 (0-3101-01-0023860-02)
280788	AWT 282 02837 (0-3101-01-0023956-02)
280793	AWT 283 02838 (0-3101-01-0023957-02)
280813	AWT 365A/368B 02785 (0-3101-01-0023961-03)
281108	AWT 33K 03004 (0-3101-01-0024266-02)
282075	AWT 06L 02950 (0-3101-01-0024228-02)
282225	AWT 23M 00576 (0-3101-01-0024305-02)
284997	AWT 57L 09449 (0-3101-01-0027145-02)
285312	AWT 03BD 03572 (0-3101-01-0027298-02)
285362	AWT 01AN 09576 (0-3101-01-0027308-02)
285572	AWT 15M 09448 (0-3101-01-0029053-02)
285577	AWT 07AK 09559 (0-3101-01-0029054-02)
286433	AWT 04AR 05887 (0-3101-01-0029012-02)
286483	AWT 01Q 05880 (0-3101-01-0029022-02)
286810	AWT 14BN 03515 (0-3101-01-0029095-02)
287053	AWT 14AR 05897 (0-3101-01-0029033-02)
287238	AWT 07D 10048 (0-3101-01-0029181-02)
288457	AWT 10K 05504 (0-3101-01-0155151-02)
288667	AWT 24F 00588 (0-3101-01-0155396-02)
288677	AWT 26H 14900 (0-3101-01-0155415-02)
289409	AWT 10H 15033 (0-3101-01-0155692-02)
289571	AWT 04BD 03174 (0-3101-01-0156986-02)
289596	AWT 249 00676 (0-3101-01-0156999-02)
289682	AWT 03AO 05523 (0-3101-01-0155278-02)
289762	AWT 03BG/04AG 12984 (0-3101-01-0155426-03)
290372	AWT 25F 00594 (0-3101-01-0155356-02)
290669	AWT 02AD 03168 (0-3101-01-0156952-02)
290719	AWT 05Q/04Q 03248 (0-3101-01-0157174-03)
290825	AWT 34BF 08443 (0-3101-01-0157701-02)
291710	AWT 334 08908 (0-3101-01-0157258-02)
291795	AWT 355 05458 (0-3101-01-0157044-02)
292234	AWT 352 05455 (0-3101-01-0157405-02)
292269	AWT 242 05467 (0-3101-01-0157454-02)
292359	AWT 34E 13029 (0-3101-01-0157157-02)
292805	AWT 263 10616 (0-3101-01-0157619-02)
293381	AWT 101AE 08951 (0-3101-01-0157499-02)
293556	AWT 326 08919 (0-3101-01-0157710-02)
293641	AWT 12J 03202 (0-3101-01-0157745-02)
293668	AWT 15XL 10674 (0-3101-01-0157641-01)
293977	AWT 503 05495 (0-3101-01-0157563-02)
294092	AWT 32N/31AN 14920 (0-3101-01-0157763-03)
294739	AWT 22J 08422 (0-3101-01-0157824-02)
294769	AWT 02AG 13003 (0-3101-01-0157833-02)
295446	AWT 08R 01048 (0-3101-01-0175648-02)
295776	AWT 234 10580 (0-3101-01-0193456-02)
295781	AWT 01Q/02AQ 00203 (0-3101-01-0193460-03)
296981	AWT 203B/12BT 11032 (0-3101-01-0176857-03)
297398	AWT 20AE 05853 (0-3101-01-0176919-02)
297403	AWT 25AE 09376 (0-3101-01-0176920-02)
298604	AWT 09K 00954 (0-3101-01-0177051-02)
298674	AWT 05AH 00945 (0-3101-01-0177102-02)
298702	AWT 31AS 01010 (0-3101-01-0176967-02)
298707	AWT 32AS/31BS 01009 (0-3101-01-0176968-03)
298712	AWT 33S/32BS 01008 (0-3101-01-0176969-03)
298717	AWT 35S 01007 (0-3101-01-0176970-02)
299950	AWT 26U 01069 (0-3101-01-0177240-02)
299995	AWT 03H 00940 (0-3101-01-0177288-02)
300556	AWT 01AD 05824 (0-3101-01-0192653-02)
300601	AWT 25A/26 12890 (0-3101-01-0192803-03)
300631	AWT 4034 12704 (0-3101-01-0192819-02)
300807	AWT 41N 05244 (0-3101-01-0193997-02)
301490	AWT 288 00838 (0-3101-01-0193044-02)
301645	AWT 18 10401 (0-3101-01-0192845-02)
302112	AWT 05AR 10430 (0-3101-01-0192888-02)
302272	AWT 334B 08767 (0-3101-01-0198043-02)
303422	AWT 204 10829 (0-3101-01-0193557-02)
303689	AWT 14AI 00692 (0-3101-01-0193291-02)
303704	AWT 234/235 08851 (0-3101-01-0193309-03)
304923	AWT 07AU/06BU 15253 (0-3101-01-0194778-03)
304943	AWT 24AH/25BH 10039 (0-3101-01-0194782-03)
306192	AWT 25AM 16333 (0-3101-01-0195716-02)
306252	AWT 46S 08536 (0-3101-01-0195113-02)
306541	AWT 528 02687 (0-3101-01-0195640-02)
306646	AWT 260/TABA 08793 (0-3101-01-0195956-01)
306671	AWT 544 02704 (0-3101-01-0195389-02)
306721	AWT 311 12928 (0-3101-01-0201281-02)
306726	AWT 308 12926 (0-3101-01-0201284-01)
308081	AWT 26 08616 (0-3101-01-0196198-02)
308086	AWT 264/265 00756 (0-3101-01-0196199-03)
308196	AWT 23AL 00144 (0-3101-01-0196702-02)
308700	AWT 52BH 16056 (0-3101-01-0196535-02)
309261	AWT 334 10923 (0-3101-01-0196547-02)
309316	AWT 636 08467 (0-3101-01-0196581-02)
309386	AWT 55 10640 (0-3101-01-0196673-02)
309421	AWT 46 10635 (0-3101-01-0196680-02)
309446	AWT 01N 07607 (0-3101-01-0196686-02)
309521	AWT 246 08821 (0-3101-01-0196784-02)
311403	AWT 360 08384 (0-3101-01-0200799-02)
311473	AWT 221 10865 (0-3101-01-0197453-02)
312143	AWT 130 09170 (0-3101-01-0197516-02)
312621	AWT 264 08666 (0-3101-01-0198324-02)
313630	AWT 33AH/37BH 10024 (0-3101-01-0198764-03)
313680	AWT 267 08669 (0-3101-01-0198796-02)
315340	AWT 422 00751 (0-3101-01-0200004-02)
315400	AWT 175 09229 (0-3101-01-0199710-02)
315445	AWT 541B 09010 (0-3101-01-0199786-02)
315886	AWT 212 09236 (0-3101-01-0200601-02)
315901	AWT 211 09238 (0-3101-01-0200604-02)
316767	AWT 65G 02596 (0-3101-01-0200373-02)
317096	AWT 314/315 05645 (0-3101-01-0200918-03)
317116	AWT 314 10981 (0-3101-01-0200379-02)
317196	AWT 25 10918 (0-3101-01-0200588-02)
317932	AWT 57BI 03105 (0-3101-01-0201047-02)
318844	AWT 47T 08512 (0-3101-01-0201734-02)
319099	AWT 38 10666 (0-3101-01-0201737-02)
319159	AWT 806 10443 (0-3101-01-0202049-02)
319688	AWT 305B/306 10372 (0-3101-01-0202555-03)
319698	AWT 815 09066 (0-3101-01-0203022-02)
321020	AWT 565 09005 (0-3101-01-0204489-02)
321180	AWT 851 10458 (0-3101-01-0203519-02)
321570	AWT 336 03088 (0-3101-01-0205158-02)
